pixel,value,bettle
84383754,-0.0018039325737345174,False
84383755,-0.0028048585682079958,False
84383756,-0.0018061219441060869,False
84383757,-0.001259106903654601,False
84383758,0.013380842276683007,False
84383759,-0.06899861534597358,False
84383760,-0.007992568045491654,False
84383761,0.14513754107419813,False
84383762,0.027561961738352014,False
84383763,-0.1184607385486082,True
84383764,-0.07382786669171622,False
84383765,0.03151209792537395,False
84383766,-0.06386827995110556,False
84390334,0.0011508427885627448,False
84390335,-0.010690081770332087,False
84390336,-0.03468899797339935,False
84390337,-0.03567895671072132,False
84390338,-0.05487311542836485,False
84390339,-0.029017508944328158,False
84390340,-0.049940178814750956,False
84390341,0.08638738619580166,False
84390342,0.09114156341773226,False
84390343,0.16817773152018992,False
84390344,0.030109493386026163,False
84390345,-0.044711475233438665,False
84390346,0.03954997474313505,False
84390347,0.05126766541745317,False
84390348,-0.07093589457163474,False
84390349,-0.04441596247337598,False
84390350,0.055747580016827544,False
84390351,-0.07670075351928106,False
84390352,-0.02783915396600926,False
84390353,0.06165499128789911,False
84390354,-0.06844650492321609,False
84390355,-0.12631703899287836,True
84390356,-0.05035768643166305,False
84390357,0.12966920456674266,False
84390358,0.010050316320241445,False
84390359,-0.028314722803622135,False
84390360,-0.004447668559378309,False
84390361,0.0015669292799530372,False
84390362,0.010884188260815934,False
84390363,0.012844290105671662,False
84390364,0.043368871543576874,False
84390365,0.00884031322392141,False
84390366,-0.08712033417885162,False
84390367,0.01132360871425031,False
84390368,0.02598581047619726,False
84390369,0.03543524593615231,False
84390370,-0.049313148257943064,False
84390371,-0.05516717476617402,False
84390372,-0.03695929273302026,False
84390373,0.032660703772633866,False
84390374,-0.05325870350951274,False
84396962,-0.006186748506490666,False
84396963,0.017057312096888145,False
84396964,-0.032109870487629366,False
84396965,-0.07770388535942421,False
84396966,-0.039443339396339705,False
84396967,-0.02064963086405526,False
84396968,-0.05732619520265952,False
84396969,-0.049863438885083156,False
84396970,-0.0291978478198308,False
84396971,-0.07446793486806158,False
84396972,0.0230578609206568,False
84396973,-0.05629989530539105,False
84396974,0.016860988454695663,False
84396975,0.03990104378774425,False
84396976,0.036963482502048034,False
84396977,0.06947759396698566,False
84396978,0.03201241371384452,False
84396979,0.051702066048980526,False
84396980,-0.012515004069055237,False
84396981,-0.024152295621819055,False
84396982,-0.06537114201771405,False
84396983,0.030369815820807503,False
84396984,0.06365964167173999,False
84396985,0.08234476381864103,False
84396986,0.0607885631563749,False
84396987,-0.15538480219981973,True
84396988,-0.0877916520794447,False
84396989,-0.06346386796472431,False
84396990,-0.0312215365109256,False
84396991,-0.01950987130842154,False
84396992,-0.011574111903910276,False
84396993,-0.019266636644802698,False
84396994,-0.011012417477009316,False
84396995,0.07239744244526992,False
84396996,0.024798079683659432,False
84396997,0.004391376290730276,False
84396998,-0.05749186318013031,False
84396999,0.000600088082500182,False
84397000,0.03410058380922347,False
84397001,-0.0703698940321254,False
84397002,-0.021753723960101706,False
84403570,-0.032195679936633984,False
84403571,-0.023103465621182852,False
84403572,-0.03086104312799902,False
84403573,-0.06449094692644045,False
84403574,-0.033378528409384295,False
84403575,-0.035533975224332326,False
84403576,-0.06860520103936267,False
84403577,-0.07971207105174573,False
84403578,0.05085531151084231,False
84403579,0.06257604805882659,False
84403580,0.0016991388691118842,False
84403581,-0.0467329424858031,False
84403582,-0.017782714808544674,False
84403583,0.10867311399167795,False
84403584,0.05373417817854932,False
84403585,0.1004118728855762,False
84403586,0.014467049282901979,False
84403587,-0.017128250533257547,False
84403588,-0.00859396505800748,False
84403589,-0.02618305789949962,False
84403590,0.06475014368109071,False
84403591,0.06578209558163427,False
84403592,-0.022802263165218953,False
84403593,0.05253815272429906,False
84403594,-0.08917601689814497,False
84403595,0.06820707857924188,False
84403596,-0.06081024735312444,False
84403597,-0.010000417780801438,False
84403598,0.009159776539143023,False
84403599,-0.030887138956755603,False
84403600,-0.016585408570675066,False
84403601,-0.013698170114614095,False
84403602,0.009288156340633912,False
84403603,0.11114310966104857,False
84403604,0.020342763002954324,False
84403605,-0.07751005189248047,False
84403606,-0.08483598802127043,False
84403607,0.026147000940845568,False
84403608,-0.00745840451515151,False
84403609,-0.014253644283494326,False
84403610,0.020013142417228184,False
84410168,-0.03349570109300071,False
84410169,-0.018349018300628055,False
84410170,-0.0003531075837791319,False
84410171,-0.06676219236813959,False
84410172,-0.02763298318257989,False
84410173,-0.036045179248522956,False
84410174,-0.02547122728632452,False
84410175,-0.07656992627282411,False
84410176,0.06863192619500587,False
84410177,0.08055078384630027,False
84410178,-0.016739662294251313,False
84410179,-0.05854769470513893,False
84410180,-0.02653458748677926,False
84410181,0.11652204938027867,False
84410182,-0.020591142118344428,False
84410183,0.04110235127135048,False
84410184,0.04084111632844441,False
84410185,0.030143544685180254,False
84410186,0.12382407215473454,False
84410187,0.059936426303375104,False
84410188,-0.015776877499450413,False
84410189,-0.00814642012085381,False
84410190,0.04787386698385196,False
84410191,-0.012935508668958609,False
84410192,-0.0368481915436663,False
84410193,-0.03092515617815736,False
84410194,-0.01993858415676355,False
84410195,-0.018672007431937913,False
84410196,-0.08878509373984406,False
84410197,-0.03482392638253996,False
84410198,0.010976920894538736,False
84410199,0.0141280851694467,False
84410200,-0.04080291539207028,False
84410201,0.04048556801278648,False
84410202,-0.049174471634054445,False
84410203,-0.12559661024945526,True
84410204,-0.08838001291922334,False
84410205,-0.005321194512809741,False
84410206,-0.009895980563319726,False
84410207,-0.039192241906294126,False
84416715,-0.03207096374382319,False
84416716,-0.06302455875020689,False
84416717,-0.10633519047818235,True
84416718,-0.01302042626829057,False
84416719,-0.019599492604266872,False
84416720,-0.029508216925887506,False
84416721,-0.02894101683438668,False
84416722,-0.013930044774360013,False
84416723,0.05320838429665213,False
84416724,0.12521922313922415,False
84416725,-0.0648858728737485,False
84416726,-0.058145132480776025,False
84416727,0.07039318142998487,False
84416728,0.13881268909822952,False
84416729,0.014460425129873748,False
84416730,-0.010109464470858504,False
84416731,0.0005736947878914158,False
84416732,0.13768893271513416,False
84416733,0.007098046682973128,False
84416734,-0.04580057466927553,False
84416735,-0.06411949520417654,False
84416736,-0.059398989199130905,False
84416737,0.020692889112943577,False
84416738,-0.05908495607315473,False
84416739,-0.032984408020976366,False
84416740,-0.017876406263544985,False
84416741,0.03662569309791919,False
84416742,-0.10928714553528984,True
84416743,-0.10677579167224868,True
84416744,-0.04813492999536996,False
84416745,0.03900554518460021,False
84416746,-0.054263925854616694,False
84416747,-0.05777775052848709,False
84416748,-0.009793264111599849,False
84416749,-0.05914414218944379,False
84416750,-0.09252477939479448,False
84416751,-0.02739702196740029,False
84416752,0.02689310221669913,False
84416753,-0.07742606921439324,False
84416754,,False
84423274,0.0638197635845545,False
84423275,-0.06299038035115376,False
84423276,-0.1326195680874129,True
84423277,-0.018362541422491836,False
84423278,-0.05764168004539103,False
84423279,0.028227830235251924,False
84423280,-0.11195766768742337,True
84423281,-0.008434120575565003,False
84423282,0.06305196987244154,False
84423283,0.06733612675500447,False
84423284,-0.093909505127458,False
84423285,-0.04323800540808771,False
84423286,0.059390153731712414,False
84423287,0.11315546890737949,False
84423288,0.01622059709160424,False
84423289,0.05057905430852679,False
84423290,0.09208056560637197,False
84423291,0.004502040475631413,False
84423292,-0.08516802539780899,False
84423293,-0.10398627968539312,True
84423294,-0.10095473361662077,True
84423295,-0.03582809742546252,False
84423296,-0.04433748594538521,False
84423297,,False
84423298,-0.07612312801960634,False
84423299,-0.012799475074757562,False
84423300,-0.0651785027311595,False
84423301,-0.07764989215719097,False
84423302,-0.039039804332158215,False
84423303,0.020484352487035635,False
84423304,0.03862178563403019,False
84423305,0.026918948021288407,False
84423306,0.01699301265423388,False
84423307,0.07597769903575864,False
84423308,-0.10311656797177923,True
84423309,-0.025198184856609466,False
84423310,0.03606542041288344,False
84423311,0.04448197734269728,False
84423312,0.10893781883397771,False
84423313,0.0717058874866833,False
84429841,0.006722962605647183,False
84429842,0.014812259421156444,False
84429843,-0.051601302863024084,False
84429844,-0.1321144900192438,True
84429845,-0.06822208759230663,False
84429846,0.008563389875783062,False
84429847,0.044614283705961134,False
84429848,-0.018968938929034274,False
84429849,0.05279544260345679,False
84429850,0.08295412007027725,False
84429851,-0.0002835161028548767,False
84429852,0.0004924765532496166,False
84429853,0.02677846613795419,False
84429854,0.016494676709420557,False
84429855,0.04572320696278819,False
84429856,0.07230437353462416,False
84429857,0.10202542066936247,False
84429858,-0.02209345469247972,False
84429859,-0.0973309889580869,False
84429860,-0.09364019522023972,False
84429861,-0.07901013115779135,False
84429862,-0.011723102180909177,False
84429863,-0.034924572673330115,False
84429864,-0.06791282823243674,False
84429865,-0.028449777280985654,False
84429866,-0.01303536129079802,False
84429867,-0.03631696633379235,False
84429868,-0.004305727513226484,False
84429869,-0.00011591023454280336,False
84429870,-0.02077333394144704,False
84429871,0.0011865400356066125,False
84429872,0.010561403780591906,False
84429873,0.006945866711438045,False
84429874,-0.028066401902856607,False
84429875,-0.13446697955502393,True
84429876,-0.04761156068760044,False
84429877,-0.0035963188444515593,False
84429878,-0.006011472497557865,False
84429879,0.10711337143419797,False
84436328,0.023503703167293357,False
84436329,0.003094891771565296,False
84436330,0.024108234293317075,False
84436331,-0.02555178517085708,False
84436332,-0.002403393075580761,False
84436333,0.008854535778316108,False
84436334,0.07166073962044053,False
84436335,-0.006790516093896666,False
84436336,0.05951045448654356,False
84436337,0.14922755703591506,False
84436338,0.031232757053725305,False
84436339,0.04278562031259504,False
84436340,0.029919967376534934,False
84436341,0.03349180527344832,False
84436342,0.09067354362015587,False
84436343,0.0849276155668112,False
84436344,0.08179198266622843,False
84436345,0.019613476239196986,False
84436346,0.04077033544255514,False
84436347,0.08735572421622789,False
84436348,0.01641550663928753,False
84436349,-0.004337688498797066,False
84436350,-0.011036735325990438,False
84436351,-0.01916357814026004,False
84436352,-0.01625434074058148,False
84436353,-0.013279767916975464,False
84436354,-0.021446525324624346,False
84436355,0.007520699625617829,False
84436356,-0.020992891560169452,False
84436357,-0.041225945946190445,False
84436358,0.008252027169214037,False
84436359,0.002614522464778491,False
84436360,-0.005579810456957876,False
84436361,0.009154940479202362,False
84436362,-0.04244957821208371,False
84436363,0.00468797440569956,False
84436364,-0.05600501153602538,False
84436365,-0.05345910710819583,False
84442737,-0.03759411031730463,False
84442738,0.06793313644044503,False
84442739,0.07874515451265497,False
84442740,-0.05348088748623525,False
84442741,-0.04615607459858806,False
84442742,-0.020553372430888013,False
84442743,0.012115344137895608,False
84442744,0.003202454992465251,False
84442745,0.008325333521422406,False
84442746,0.08832889043258738,False
84442747,0.0007176161472597291,False
84442748,0.04843356771245559,False
84442749,0.06339145177086783,False
84442750,0.06119245495840641,False
84442751,0.051064147693381336,False
84442752,0.08698737455009219,False
84442753,0.05868738255290215,False
84442754,-0.10818649230236582,True
84442755,-0.12274255337192333,True
84442756,0.017563422429513448,False
84442757,-0.015230509310367072,False
84442758,-0.012986149708088883,False
84442759,-0.030113982497247362,False
84442760,0.01212951172809229,False
84442761,0.01682786388507599,False
84442762,-0.01180085446008611,False
84442763,-0.04435697391534564,False
84442764,0.01089699679112978,False
84442765,-0.003914873034685332,False
84442766,-0.04753482366607504,False
84442767,-0.00586318031017866,False
84442768,0.0140995938209127,False
84442769,0.019164682880100033,False
84442770,0.03795385554537682,False
84442771,0.02353906805584156,False
84442772,0.002758899813964665,False
84442773,-0.13083259583415538,True
84442774,-0.09321907744096834,False
84449125,-0.05832567318424428,False
84449126,0.16883385537212434,False
84449127,0.01769031709272629,False
84449128,,False
84449129,-0.10658162970058566,True
84449130,-0.012671191558877606,False
84449131,0.014324138935136482,False
84449132,-0.016300380229949944,False
84449133,-0.07700673437123556,False
84449134,0.01273132272505722,False
84449135,0.06615447684933227,False
84449136,0.12043281945015635,False
84449137,0.09107988589025232,False
84449138,0.044253556379588714,False
84449139,0.07655877258948501,False
84449140,0.04664867366340014,False
84449141,0.03040937631558524,False
84449142,-0.08975071064517842,False
84449143,-0.10768093994282478,True
84449144,-0.07353786602566703,False
84449145,-0.025372456394131,False
84449146,-0.0225857389453107,False
84449147,0.0257930858884142,False
84449148,0.03498073555708201,False
84449149,-0.005348278959648199,False
84449150,-0.017409370773209497,False
84449151,-0.05544089089827661,False
84449152,0.009157600563620572,False
84449153,0.026130475933229456,False
84449154,-0.027779624514987812,False
84449155,0.006317733388954916,False
84449156,0.06706876338761283,False
84449157,-0.02766109013201649,False
84449158,-0.016098956874422286,False
84449159,-0.009383413898175172,False
84449160,0.005185747367444156,False
84449161,-0.08173824024848762,False
84449162,0.021352816674264412,False
84449163,-0.02851539811087169,False
84455536,-0.0915745189306453,False
84455537,0.17831732106666567,False
84455538,0.05102032873425721,False
84455539,,False
84455540,-0.14888010075487684,True
84455541,0.13245674299776197,False
84455542,0.00371683010172027,False
84455543,-0.005434577773371635,False
84455544,0.06575010802423933,False
84455545,0.06460023218041522,False
84455546,0.06933714915609855,False
84455547,0.06829192148114996,False
84455548,0.10402742333306166,False
84455549,-0.006021548594390854,False
84455550,0.04365030644803103,False
84455551,-0.044381435833688414,False
84455552,0.04435242995533846,False
84455553,-0.057152128600110326,False
84455554,-0.09688073033516104,False
84455555,0.018217380923021158,False
84455556,0.014218183099493948,False
84455557,0.00015951646996338153,False
84455558,0.030440348346029954,False
84455559,0.03163916651859687,False
84455560,0.05116921633968194,False
84455561,-0.03439715130843319,False
84455562,-0.041769498385360856,False
84455563,0.033903321063316824,False
84455564,0.05330132601845714,False
84455565,0.043138561899933446,False
84455566,0.031421911050710745,False
84455567,0.009593595385442837,False
84455568,-0.021609374978088167,False
84455569,-0.0278306603945428,False
84455570,0.04573435355342957,False
84455571,-0.023822691770546134,False
84455572,-0.07452682250935201,False
84455573,-0.04321999128978642,False
84455574,-0.012342004735298109,False
84455575,0.0035880174959359574,False
84455576,0.0003408468895691637,False
84461894,0.0030168330990313066,False
84461895,0.059598516949138536,False
84461896,0.03456376523987321,False
84461897,0.5312521318209128,False
84461898,-0.0894781056730777,False
84461899,-0.0019266710596537113,False
84461900,0.029840935051449254,False
84461901,0.036780354709674924,False
84461902,0.029258457047323744,False
84461903,0.04592586424004425,False
84461904,0.08262290693739228,False
84461905,0.015080054056306743,False
84461906,-0.05262235062200143,False
84461907,-0.1697844564184691,True
84461908,0.047149161080306326,False
84461909,-0.004593212722432504,False
84461910,-0.011054539251568886,False
84461911,-0.0740700965385446,False
84461912,-0.08078641959693694,False
84461913,-0.0020240702241302137,False
84461914,0.008415815659772863,False
84461915,0.011546747236207026,False
84461916,0.04062752571030786,False
84461917,0.022160575205260134,False
84461918,0.03708269613325908,False
84461919,-0.000740324074347118,False
84461920,0.030688137847521602,False
84461921,0.06172692145182575,False
84461922,0.029185753335871704,False
84461923,0.0338972372238934,False
84461924,0.03285502448814658,False
84461925,0.027839836959797973,False
84461926,0.033470827128447476,False
84461927,-0.04634879169537558,False
84461928,-0.005336823823206547,False
84461929,-0.042672735664814006,False
84461930,-0.028799517515399352,False
84461931,-0.0016155285664353725,False
84461932,-0.05245445469744413,False
84461933,0.0061378080357350415,False
84461934,0.07322739825874798,False
84468247,0.04259098723929632,False
84468248,-0.008662194537951499,False
84468249,-0.09108295811118092,False
84468250,-0.0025428703625199837,False
84468251,0.025868357543699566,False
84468252,0.0237244688045258,False
84468253,0.04170302235890201,False
84468254,0.04044104528840128,False
84468255,0.013184202187325526,False
84468256,0.09321455581144952,False
84468257,0.08615517372941775,False
84468258,0.11070276733528624,False
84468259,-0.05961545823903191,False
84468260,0.027856825387547263,False
84468261,0.07140670456772141,False
84468262,0.0822174873596508,False
84468263,-0.02075378723681304,False
84468264,0.0043455301222306494,False
84468265,-0.03905385544419038,False
84468266,-0.03989243716783865,False
84468267,-0.028432990870444708,False
84468268,0.01923726098617575,False
84468269,0.04630439237200112,False
84468270,0.019756900580907445,False
84468271,0.010469179151444147,False
84468272,-0.04996874650337807,False
84468273,-0.019192763750736547,False
84468274,0.013113925844292568,False
84468275,-0.011032858373509043,False
84468276,-0.008865745495575611,False
84468277,0.04816709887349706,False
84468278,0.052339385670455124,False
84468279,0.03190237125253097,False
84468280,0.011926764806221265,False
84468281,-0.03343313001544369,False
84468282,-0.014326168980198228,False
84468283,0.02261804918553889,False
84468284,0.04552405966629692,False
84468285,0.05131429771445788,False
84468286,0.036711133615670966,False
84468287,-0.013754605500234565,False
84474621,0.044779893197527544,False
84474622,-0.01687391801964343,False
84474623,0.023871176248721142,False
84474624,0.004119177411096353,False
84474625,0.012658569866933037,False
84474626,0.016867297994412805,False
84474627,0.025986157879261493,False
84474628,0.12125109232879122,False
84474629,0.09103947570635335,False
84474630,0.13582028757880793,False
84474631,-0.03992845212595992,False
84474632,0.005396854786664264,False
84474633,0.049456018357326395,False
84474634,0.0434078510982893,False
84474635,-0.04486577621960064,False
84474636,-0.040501957853494266,False
84474637,0.057321049095728646,False
84474638,-0.022069519396356235,False
84474639,0.01484715869013525,False
84474640,-0.005127200139300252,False
84474641,0.024465127750499725,False
84474642,0.025224115389247362,False
84474643,0.07064068405219762,False
84474644,0.041152714055189915,False
84474645,-0.142120765595627,True
84474646,-0.11836993130811561,True
84474647,-0.00052583994573072,False
84474648,-0.031476222948198296,False
84474649,-0.032657789694713474,False
84474650,0.02455058929157395,False
84474651,0.026070214384755555,False
84474652,0.02278673070172331,False
84474653,0.028177880680621267,False
84474654,-0.009858421182775069,False
84474655,-0.0476416023384013,False
84474656,0.005579180275030418,False
84474657,-0.01939999025048912,False
84474658,-0.048635541337780884,False
84474659,-0.06526373789466675,False
84474660,-0.0076912955925850495,False
84481016,0.08716849689920388,False
84481017,0.026382505805017883,False
84481018,-0.0038797055408803915,False
84481019,-0.10828797668992293,True
84481020,-0.08445706227671887,False
84481021,-0.0017626865961753394,False
84481022,0.012878223890462316,False
84481023,0.11502347173835979,False
84481024,0.1195047667008434,False
84481025,0.07005438181227863,False
84481026,0.12693976369649365,False
84481027,-0.029179187476984832,False
84481028,-0.12479861113461338,True
84481029,0.02284227403152654,False
84481030,0.07004791942679467,False
84481031,-0.01246792425655879,False
84481032,-0.04232408675273217,False
84481033,-0.038512556803948154,False
84481034,0.0789340997935621,False
84481035,0.11238990166554377,False
84481036,0.07898217085962013,False
84481037,0.02970967809727949,False
84481038,-0.04127905970561832,False
84481039,-0.061528079650682105,False
84481040,-0.06814930051751246,False
84481041,-0.07836328124277553,False
84481042,-0.03674408943186958,False
84481043,0.028642681466150628,False
84481044,-0.0054933774754187875,False
84481045,-0.0031065645639176166,False
84481046,0.007489353630755882,False
84481047,0.017398504075103963,False
84481048,0.02944895362777568,False
84481049,0.043020898146022835,False
84481050,-0.04107073492317712,False
84481051,-0.06990189931992134,False
84481052,-0.05204887091314901,False
84481053,-0.04950986699017432,False
84481054,-0.025819261850555063,False
84481055,-0.07089657439944735,False
84481056,-0.0209088135755645,False
84487404,0.025954526619751284,False
84487405,0.09833180066624327,False
84487406,0.013461876025809151,False
84487407,-0.08024188731140373,False
84487408,-0.124931961124671,True
84487409,-0.008940223020958434,False
84487410,0.09077932355323168,False
84487411,0.07982022565009074,False
84487412,0.185446461146968,False
84487413,0.025287632571312342,False
84487414,-0.07811831261540217,False
84487415,-0.010178811109649973,False
84487416,-0.11224624776471763,True
84487417,-0.12221633507342408,True
84487418,0.06323704074415566,False
84487419,0.11249138246053388,False
84487420,-0.014005997711792473,False
84487421,0.046313526247093964,False
84487422,0.07422155531793398,False
84487423,0.09748309913658534,False
84487424,0.04580538146411529,False
84487425,-0.03584356700243419,False
84487426,-0.12492421096651016,True
84487427,-0.10352137874895526,True
84487428,-0.05230410934928311,False
84487429,0.022148992938125563,False
84487430,0.02448257721061146,False
84487431,-0.014779888648384597,False
84487432,-0.015739515096252932,False
84487433,0.01801332570789222,False
84487434,0.01615949157365472,False
84487435,0.0002623316809257641,False
84487436,0.0025751407619489727,False
84487437,-0.06449739567750258,False
84487438,-0.04985435711974515,False
84487439,-0.07622359672604218,False
84487440,-0.04839081985826115,False
84487441,-0.02840880812717614,False
84487442,-0.004804397575147473,False
84487443,-0.03304542551468858,False
84487444,-0.027391232054216202,False
84493803,-0.010316069240476875,False
84493804,0.02289779195209348,False
84493805,-0.0308876823707697,False
84493806,-0.023158721917504326,False
84493807,0.021540374299564236,False
84493808,0.1159396059894081,False
84493809,0.06399025326892761,False
84493810,0.05849865455624374,False
84493811,0.09926533182832409,False
84493812,0.0688528769989229,False
84493813,-0.04448525320988517,False
84493814,-0.033045102683532064,False
84493815,-0.05900848311891614,False
84493816,0.02735219157669417,False
84493817,0.01659990115210966,False
84493818,0.019322889078842692,False
84493819,0.09049767523876377,False
84493820,0.070070271653331,False
84493821,0.04695836769420837,False
84493822,-0.062194889085258796,False
84493823,-0.05454129846254244,False
84493824,-0.10543519922835223,True
84493825,-0.10376624068307701,True
84493826,-0.02936376887480742,False
84493827,-0.001410439869828274,False
84493828,0.0075216075132390516,False
