pixel_id,date,ndvi
0,2020-07-01,
0,2020-07-02,
0,2020-07-05,0.907
0,2020-07-06,
0,2020-07-07,
0,2020-07-08,
0,2020-07-10,
0,2020-07-11,
0,2020-07-13,
0,2020-07-18,0.9087
0,2020-07-20,0.8915
0,2020-07-23,
0,2020-07-25,
0,2020-07-27,
0,2020-07-28,0.8883
0,2020-07-30,
0,2020-07-31,
0,2020-08-05,
0,2020-08-06,
0,2020-08-07,0.9097
0,2020-08-09,0.8904
0,2020-08-10,
0,2020-08-11,
0,2020-08-12,
0,2020-08-15,
0,2020-08-19,
0,2020-08-20,
0,2020-08-21,
0,2020-08-26,
0,2020-08-27,0.8617
0,2020-09-03,0.9062
0,2020-09-04,
0,2020-09-05,
0,2020-09-08,
0,2020-09-09,
0,2020-09-10,
0,2020-09-11,
0,2020-09-13,0.8616
0,2020-09-14,
0,2020-09-15,
0,2020-09-16,0.8783
0,2020-09-18,0.8366
0,2020-09-20,
0,2020-09-21,
0,2020-09-28,0.872
0,2020-09-30,
0,2020-10-08,0.8261
0,2020-10-09,
0,2020-10-10,
0,2020-10-13,0.7866
0,2020-10-18,
0,2020-10-19,
0,2020-10-24,
0,2020-10-25,
0,2020-10-28,0.6118
0,2020-10-30,
0,2020-10-31,0.4531
0,2020-11-02,0.5427
0,2020-11-07,0.528
0,2020-11-09,
0,2020-11-10,0.4294
0,2020-11-12,0.5075
0,2020-11-13,
0,2020-11-14,
0,2020-11-15,0.5115
0,2020-11-17,0.5248
0,2020-11-18,
0,2020-11-19,
0,2020-11-22,0.5476
0,2020-11-23,
0,2020-11-24,
0,2020-11-25,0.5422
0,2020-11-27,0.5253
0,2020-11-28,
0,2020-11-29,
0,2020-11-30,0.5509
0,2020-12-03,
0,2020-12-10,
0,2020-12-13,
0,2020-12-17,0.2274
0,2021-01-08,
0,2021-01-09,
0,2021-01-11,0.2432
0,2021-01-16,0.2968
0,2021-01-19,0.3394
0,2021-01-24,0.179
0,2021-02-05,
0,2021-02-08,0.1102
0,2021-02-12,
0,2021-02-13,
0,2021-02-15,0.199
0,2021-02-16,
0,2021-02-17,
0,2021-02-20,
0,2021-02-21,
0,2021-02-22,
0,2021-02-23,0.2271
0,2021-02-25,0.1907
0,2021-02-26,
0,2021-02-27,
0,2021-02-28,0.3162
0,2021-03-02,0.2149
0,2021-03-07,0.2213
0,2021-03-10,0.3433
0,2021-03-12,0.2077
0,2021-03-19,
0,2021-03-20,0.3293
0,2021-03-22,0.2869
0,2021-03-23,
0,2021-03-24,
0,2021-03-25,0.3705
0,2021-03-28,
0,2021-03-29,
0,2021-03-30,0.5135
0,2021-04-01,0.5119
0,2021-04-02,
0,2021-04-03,
0,2021-04-04,0.4913
0,2021-04-06,0.5431
0,2021-04-08,
0,2021-04-09,
0,2021-04-11,
0,2021-04-14,0.5355
0,2021-04-16,
0,2021-04-17,
0,2021-04-19,
0,2021-04-21,
0,2021-04-22,
0,2021-04-24,
0,2021-04-27,
0,2021-05-03,
0,2021-05-08,
0,2021-05-09,
0,2021-05-12,
0,2021-05-14,0.7888
0,2021-05-22,
0,2021-05-26,
0,2021-05-28,
0,2021-05-29,
0,2021-05-31,0.9135
0,2021-06-01,
0,2021-06-10,0.9169
0,2021-06-11,
0,2021-06-12,
0,2021-06-13,0.9356
0,2021-06-15,0.9422
0,2021-06-16,
0,2021-06-17,
0,2021-06-18,
0,2021-06-21,
0,2021-06-22,
0,2021-06-23,
0,2021-06-26,
0,2021-06-27,
0,2021-07-02,
0,2021-07-10,0.9029
0,2021-07-11,
0,2021-07-12,
0,2021-07-18,0.909
0,2021-07-20,0.9227
0,2021-07-21,
0,2021-07-22,
0,2021-07-23,
0,2021-08-06,
0,2021-08-09,
0,2021-08-10,
0,2021-08-12,0.8856
0,2021-08-14,0.9048
0,2021-08-15,
0,2021-08-17,0.9159
0,2021-08-19,
0,2021-08-20,
0,2021-08-21,
0,2021-08-24,0.9181
0,2021-08-26,
0,2021-08-27,
0,2021-08-30,
0,2021-09-01,0.9045
0,2021-09-03,
0,2021-09-04,
0,2021-09-05,
0,2021-09-06,
0,2021-09-08,
0,2021-09-11,0.8875
0,2021-09-13,
0,2021-09-18,
0,2021-09-21,
0,2021-09-23,
0,2021-09-24,
0,2021-09-25,
0,2021-09-28,
0,2021-09-30,
0,2021-10-01,
0,2021-10-08,0.887
0,2021-10-10,
0,2021-10-11,0.7081
0,2021-10-13,0.8933
0,2021-10-14,
0,2021-10-15,
0,2021-10-16,0.841
0,2021-10-18,0.8266
0,2021-10-19,
0,2021-10-20,
0,2021-10-21,
0,2021-10-23,0.7075
0,2021-10-24,
0,2021-10-26,0.6342
0,2021-10-28,0.5781
0,2021-10-29,
0,2021-10-31,
0,2021-11-05,0.5075
0,2021-11-07,0.6179
0,2021-11-12,0.5208
0,2021-11-18,
0,2021-11-19,
0,2021-11-20,0.4831
0,2021-11-24,
0,2021-12-03,
0,2021-12-07,0.3273
0,2021-12-12,0.2929
0,2021-12-14,
0,2021-12-15,0.3768
0,2021-12-17,0.5968
0,2021-12-18,
0,2021-12-19,
0,2021-12-20,0.5394
0,2021-12-22,0.5411
0,2022-01-26,0.508
0,2022-01-27,
0,2022-01-29,0.5104
0,2022-02-05,0.495
0,2022-02-08,0.5164
0,2022-02-10,0.4824
0,2022-02-11,
0,2022-02-12,
0,2022-02-13,0.5225
0,2022-02-17,
0,2022-02-20,0.4891
0,2022-02-22,
0,2022-02-23,0.5059
0,2022-02-25,0.4602
0,2022-02-26,
0,2022-02-27,
0,2022-02-28,0.4968
0,2022-03-02,0.4354
0,2022-03-03,
0,2022-03-04,
0,2022-03-05,
0,2022-03-07,0.4896
0,2022-03-08,
0,2022-03-09,
0,2022-03-10,0.4962
0,2022-03-12,
0,2022-03-14,
0,2022-03-19,
0,2022-03-20,
0,2022-03-22,0.4619
0,2022-03-23,
0,2022-03-24,
0,2022-03-25,0.45
0,2022-03-27,0.4356
0,2022-03-28,
0,2022-04-03,
0,2022-04-04,
0,2022-04-06,0.4941
0,2022-04-11,0.3964
0,2022-04-12,
0,2022-04-13,
0,2022-04-14,0.4626
0,2022-04-16,0.5044
0,2022-04-17,
0,2022-04-18,
0,2022-04-19,0.4432
0,2022-04-21,
0,2022-04-22,
0,2022-04-27,
0,2022-04-28,
0,2022-04-29,0.5933
0,2022-05-02,
0,2022-05-07,
0,2022-05-09,
0,2022-05-11,
0,2022-05-14,
0,2022-05-16,
0,2022-05-17,
0,2022-05-19,
0,2022-05-21,
0,2022-05-23,
0,2022-05-26,
0,2022-05-27,
0,2022-06-08,
0,2022-06-10,0.9384
0,2022-06-11,
0,2022-06-12,
0,2022-06-13,
0,2022-06-15,
0,2022-06-16,
0,2022-06-17,
0,2022-06-18,0.9194
0,2022-06-20,0.881
0,2022-06-21,
0,2022-06-23,
0,2022-06-25,
0,2022-06-26,
0,2022-06-27,
0,2022-06-30,
0,2022-07-02,
0,2022-07-03,
0,2022-07-05,0.914
0,2022-07-06,
0,2022-07-08,0.929
0,2022-07-10,0.9221
0,2022-07-11,
0,2022-07-12,
0,2022-07-13,0.9065
0,2022-07-15,0.9218
0,2022-07-16,
0,2022-07-17,
0,2022-07-18,0.9034
0,2022-07-20,0.886
0,2022-07-21,
0,2022-07-22,
0,2022-07-25,
0,2022-07-26,
0,2022-07-28,
0,2022-07-30,0.9096
0,2022-07-31,
0,2022-08-01,
0,2022-08-02,
0,2022-08-04,0.9087
0,2022-08-05,
0,2022-08-09,0.9042
0,2022-08-10,
0,2022-08-11,
0,2022-08-12,0.8701
0,2022-08-14,
0,2022-08-16,
0,2022-08-17,
0,2022-08-21,
0,2022-08-22,0.9225
0,2022-08-24,0.9054
0,2022-08-25,
0,2022-08-26,
0,2022-08-27,
0,2022-08-29,0.9009
0,2022-09-01,
0,2022-09-04,
0,2022-09-08,
0,2022-09-09,
0,2022-09-11,0.9266
0,2022-09-13,0.8425
0,2022-09-18,0.9134
0,2022-09-19,
0,2022-09-20,
0,2022-09-21,
0,2022-09-23,
0,2022-10-03,0.8806
0,2022-10-04,
0,2022-10-05,
0,2022-10-06,0.791
0,2022-10-09,
0,2022-10-11,0.6049
0,2022-10-15,
0,2022-10-16,
0,2022-10-18,0.5538
0,2022-10-19,
0,2022-10-25,
0,2022-10-26,0.5225
0,2022-10-28,
0,2022-10-29,
0,2022-10-30,
0,2022-11-08,
0,2022-11-10,0.5427
0,2022-11-19,
0,2022-11-20,0.5346
0,2022-11-27,0.5058
0,2022-12-07,0.196
0,2022-12-08,
0,2022-12-17,0.2694
0,2022-12-24,
0,2022-12-27,0.2843
0,2022-12-28,
0,2022-12-29,
0,2023-01-01,
0,2023-01-02,
0,2023-01-06,0.4822
0,2023-01-07,
0,2023-01-13,
0,2023-01-19,
0,2023-01-21,0.2897
0,2023-01-26,0.5033
0,2023-01-28,
0,2023-01-29,0.4734
0,2023-01-31,0.4795
0,2023-02-01,
0,2023-02-03,0.4967
0,2023-02-07,
0,2023-02-08,
0,2023-02-10,0.3369
0,2023-02-11,
0,2023-02-12,
0,2023-02-13,0.4765
0,2023-02-15,0.5052
0,2023-02-16,
0,2023-02-18,0.3134
0,2023-02-20,0.4618
0,2023-02-21,
0,2023-02-23,
0,2023-03-03,
0,2023-03-05,0.4864
0,2023-03-07,
0,2023-03-09,
0,2023-03-15,0.5374
0,2023-03-17,
0,2023-03-18,
0,2023-03-19,
0,2023-03-20,0.472
0,2023-03-22,0.4361
0,2023-03-28,
0,2023-04-03,
0,2023-04-04,0.4745
0,2023-04-06,0.4384
0,2023-04-09,0.461
0,2023-04-14,0.3861
0,2023-04-18,
0,2023-04-19,0.4848
0,2023-04-26,0.5176
0,2023-04-27,
0,2023-05-02,
0,2023-05-03,
0,2023-05-04,
0,2023-05-06,
0,2023-05-22,
0,2023-05-26,0.931
0,2023-05-27,
0,2023-05-29,
0,2023-05-31,
0,2023-06-01,
0,2023-06-02,
0,2023-06-03,
0,2023-06-05,0.8855
0,2023-06-06,
0,2023-06-07,
0,2023-06-08,
0,2023-06-10,
0,2023-06-11,
0,2023-06-12,
0,2023-06-13,
0,2023-06-15,0.9156
0,2023-06-16,
0,2023-06-17,
0,2023-06-18,
0,2023-06-21,
0,2023-06-23,0.9282
0,2023-06-25,0.9288
0,2023-06-26,
0,2023-06-28,
0,2023-07-03,
0,2023-07-06,
0,2023-07-07,
0,2023-07-08,
0,2023-07-10,0.9188
0,2023-07-11,
0,2023-07-12,
0,2023-07-15,
0,2023-07-16,
0,2023-07-17,
0,2023-07-18,
0,2023-07-20,0.9242
0,2023-07-23,
0,2023-07-31,
0,2023-08-02,
0,2023-08-14,
0,2023-08-16,
0,2023-08-19,0.9234
0,2023-08-20,
0,2023-08-21,
0,2023-08-22,0.8942
0,2023-08-24,0.9109
0,2023-08-26,
0,2023-09-01,
0,2023-09-03,
0,2023-09-04,
0,2023-09-05,
0,2023-09-06,0.919
0,2023-09-08,
0,2023-09-09,
0,2023-09-10,
0,2023-09-11,0.904
0,2023-09-16,
0,2023-09-24,
0,2023-09-25,
0,2023-09-26,0.9201
0,2023-09-28,0.9041
0,2023-09-29,
0,2023-09-30,
0,2023-10-01,0.896
0,2023-10-03,0.8843
0,2023-10-04,
0,2023-10-05,
0,2023-10-06,0.7248
0,2023-10-08,0.8825
0,2023-10-09,
0,2023-10-10,
0,2023-10-11,0.8657
0,2023-10-13,
0,2023-10-15,
0,2023-10-16,
0,2023-10-28,0.6476
0,2023-11-08,
0,2023-12-03,
0,2023-12-07,0.3497
0,2023-12-15,0.5142
0,2023-12-17,0.4951
0,2023-12-18,
0,2023-12-19,
0,2023-12-24,
0,2023-12-25,
0,2023-12-27,
0,2023-12-30,0.3333
0,2024-01-01,0.2772
0,2024-01-03,
0,2024-01-11,0.2395
0,2024-01-12,
0,2024-01-13,
0,2024-01-14,
0,2024-01-16,0.2534
0,2024-01-19,0.2805
0,2024-01-27,
0,2024-01-29,0.3154
0,2024-02-03,0.4941
0,2024-02-05,0.5081
0,2024-02-06,
0,2024-02-12,
0,2024-02-15,
0,2024-02-20,0.473
0,2024-02-23,
0,2024-02-25,
0,2024-03-07,
0,2024-03-08,
0,2024-03-11,0.1517
0,2024-03-14,0.1667
0,2024-03-19,0.192
0,2024-03-22,
0,2024-03-23,
0,2024-04-02,
0,2024-04-05,
0,2024-04-06,
0,2024-04-11,
0,2024-04-12,
0,2024-04-13,0.4407
0,2024-04-25,
0,2024-04-30,
0,2024-05-10,0.8851
0,2024-05-11,
0,2024-05-20,
0,2024-05-28,0.9227
0,2024-06-04,
0,2024-06-05,
0,2024-06-06,
0,2024-06-10,
0,2024-06-12,0.9194
0,2024-06-15,
0,2024-06-19,
0,2024-06-24,0.9241
0,2024-06-25,
0,2024-06-27,
0,2024-07-02,0.9232
0,2024-07-04,0.9287
0,2024-07-05,
0,2024-07-09,
0,2024-07-11,
0,2024-07-14,0.8755
0,2024-07-17,
0,2024-07-19,
0,2024-07-20,
0,2024-07-21,
0,2024-07-24,0.9147
0,2024-07-25,
0,2024-07-27,
0,2024-07-29,
0,2024-07-30,
0,2024-07-31,
0,2024-08-01,
0,2024-08-03,0.9025
0,2024-08-04,
0,2024-08-06,
0,2024-08-09,
0,2024-08-10,
0,2024-08-11,0.8832
0,2024-08-13,0.9186
0,2024-08-14,
0,2024-08-15,
0,2024-08-16,0.8963
0,2024-08-19,
0,2024-08-21,0.9249
0,2024-08-23,
0,2024-08-24,
0,2024-08-28,
0,2024-08-29,
0,2024-08-30,
0,2024-08-31,
0,2024-09-03,
0,2024-09-07,
0,2024-09-15,0.9167
0,2024-09-18,
0,2024-09-20,
0,2024-09-29,
0,2024-09-30,
0,2024-10-05,0.9144
0,2024-10-07,
0,2024-10-25,
0,2024-10-28,
0,2024-10-29,
0,2024-10-30,0.5528
0,2024-11-01,0.5635
0,2024-11-02,
0,2024-11-03,
0,2024-11-04,0.5847
0,2024-11-06,
0,2024-11-07,
0,2024-11-09,0.4179
0,2024-11-11,0.581
0,2024-11-14,0.4833
0,2024-11-16,0.576
0,2024-11-18,
0,2024-11-23,
0,2024-11-27,
0,2024-11-29,0.5527
0,2024-12-01,0.5659
0,2024-12-11,0.475
0,2024-12-12,
0,2024-12-13,
0,2024-12-16,0.5702
0,2024-12-21,0.487
0,2024-12-23,
0,2024-12-24,0.367
0,2024-12-26,0.3708
0,2024-12-27,
0,2024-12-28,
0,2024-12-29,0.5334
0,2024-12-31,0.5282
0,2025-01-01,
0,2025-01-03,0.5442
0,2025-01-11,
0,2025-01-13,0.3216
0,2025-01-18,
0,2025-01-21,
0,2025-01-25,
0,2025-01-26,
0,2025-02-02,0.2526
0,2025-02-04,0.2842
0,2025-02-05,
0,2025-02-06,
0,2025-02-11,
0,2025-02-15,
0,2025-02-16,
0,2025-02-17,
0,2025-02-19,
0,2025-02-21,
0,2025-03-02,
0,2025-03-03,
0,2025-03-04,0.2595
0,2025-03-06,0.2587
0,2025-03-07,
0,2025-03-08,
0,2025-03-09,
0,2025-03-11,
0,2025-03-18,
0,2025-03-28,
0,2025-03-31,0.5576
0,2025-04-01,
0,2025-04-02,
0,2025-04-03,
0,2025-04-04,
0,2025-04-05,0.5335
0,2025-04-06,
0,2025-04-07,
0,2025-04-07,0.518
0,2025-04-08,
0,2025-04-12,
0,2025-04-22,
0,2025-04-23,
0,2025-04-26,
0,2025-04-28,
0,2025-04-30,0.8576
0,2025-04-30,0.8339
0,2025-05-01,
0,2025-05-02,
0,2025-05-03,
0,2025-05-10,
0,2025-05-10,
0,2025-05-11,
0,2025-05-13,
0,2025-05-13,
0,2025-05-15,0.9125
0,2025-05-16,
0,2025-05-17,
0,2025-05-18,
0,2025-05-30,0.9437
0,2025-05-30,0.9349
0,2025-05-31,
1,2017-04-03,
1,2017-04-20,0.6729
1,2017-04-30,
1,2017-05-10,
1,2017-06-02,
1,2017-06-12,
1,2017-06-13,
1,2017-06-19,0.8689
1,2017-06-22,
1,2017-07-06,0.8737
1,2017-07-13,
1,2017-07-22,
1,2017-08-05,
1,2017-09-10,
1,2017-09-20,
1,2017-09-24,0.8505
1,2017-10-10,
1,2017-10-11,
1,2017-10-31,
1,2017-11-03,0.5188
1,2017-11-16,0.5518
1,2017-12-06,0.5442
1,2017-12-13,0.1606
1,2017-12-23,0.1709
1,2017-12-24,
1,2017-12-25,
1,2018-01-08,
1,2018-01-14,
1,2018-02-09,
1,2018-02-13,
1,2018-02-23,
1,2018-02-28,
1,2018-03-14,
1,2018-03-20,
1,2018-03-23,0.1415
1,2018-03-24,
1,2018-03-25,
1,2018-03-28,0.168
1,2018-04-02,0.1915
1,2018-04-07,
1,2018-04-08,
1,2018-04-13,
1,2018-04-14,
1,2018-04-17,0.4249
1,2018-04-18,
1,2018-04-19,
1,2018-04-20,0.4616
1,2018-04-22,0.6011
1,2018-04-24,
1,2018-04-25,
1,2018-04-27,
1,2018-04-28,
1,2018-04-30,
1,2018-05-05,0.8679
1,2018-05-07,
1,2018-05-08,
1,2018-05-12,
1,2018-05-18,
1,2018-05-25,0.9157
1,2018-05-30,0.0181
1,2018-06-01,
1,2018-06-02,
1,2018-06-04,
1,2018-06-09,
1,2018-06-14,0.9229
1,2018-06-16,0.9243
1,2018-06-19,0.92
1,2018-06-21,0.8857
1,2018-06-22,
1,2018-06-23,
1,2018-06-26,0.911
1,2018-06-27,
1,2018-06-29,0.917
1,2018-07-01,0.9042
1,2018-07-02,
1,2018-07-04,
1,2018-07-07,
1,2018-07-08,
1,2018-07-09,0.909
1,2018-07-11,
1,2018-07-12,
1,2018-07-13,
1,2018-07-14,
1,2018-07-16,
1,2018-07-17,
1,2018-07-18,
1,2018-07-19,
1,2018-07-22,
1,2018-07-24,
1,2018-07-26,0.9175
1,2018-07-27,
1,2018-07-29,0.908
1,2018-07-31,0.8911
1,2018-08-01,
1,2018-08-03,
1,2018-08-05,0.8846
1,2018-08-06,
1,2018-08-08,
1,2018-08-11,
1,2018-08-15,
1,2018-08-16,
1,2018-08-17,
1,2018-08-18,
1,2018-08-20,0.9048
1,2018-08-21,
1,2018-08-23,
1,2018-08-26,
1,2018-08-27,
1,2018-08-28,0.9086
1,2018-09-04,0.9039
1,2018-09-05,
1,2018-09-06,
1,2018-09-09,0.8889
1,2018-09-10,
1,2018-09-11,
1,2018-09-12,
1,2018-09-16,
1,2018-09-17,
1,2018-09-19,0.8947
1,2018-09-20,
1,2018-09-21,
1,2018-09-22,
1,2018-09-24,0.9055
1,2018-09-25,
1,2018-09-26,
1,2018-09-27,0.903
1,2018-09-29,
1,2018-09-30,
1,2018-10-02,0.8369
1,2018-10-04,
1,2018-10-05,
1,2018-10-07,0.8392
1,2018-10-09,0.809
1,2018-10-10,
1,2018-10-12,
1,2018-10-15,
1,2018-10-16,
1,2018-10-17,0.6621
1,2018-10-19,0.6097
1,2018-10-20,
1,2018-10-22,0.5775
1,2018-10-25,
1,2018-10-26,
1,2018-11-01,
1,2018-11-11,
1,2018-11-15,
1,2018-11-16,
1,2018-11-18,
1,2018-11-24,
1,2018-11-28,0.2824
1,2018-12-11,0.2714
1,2018-12-13,
1,2018-12-15,
1,2018-12-18,0.3035
1,2018-12-26,0.5067
1,2018-12-28,
1,2019-01-03,
